Sr No,Product Name,SKU,Description,Main Description,Sizes,Color,Material,Includes,Washing Instructions,Brand,Image URLs,Product URL,Error
4,OHS Essentials Medium Support Pillows - 2 Pack,BFPPBBPWH02,"The OHS Essentials Medium Support Pillows are soft, supportive, and breathable, designed to provide the perfect balance of comfort and stability for a great night's sleep. Crafted with a durable polyester outer fabric and filled with high-quality hollow fibres, these pillows offer medium support that suits a variety of sleeping positions. Manufactured in the UK, these pillows are ideal for those seeking reliable support without compromising on comfort. Just like our duvets, these pillows are easy to care for and machine washable at 40°C, ensuring they stay fresh and hygienic. Whether you're updating your bedding essentials or looking to enhance your sleeping experience, the OHS Essentials pillows provide consistent support night after night.
  Size: 46 x 71cm
Colour: White
Includes: 2 x Pillows
Material: Cover - 100% Polyester, Filling - 100% Polyester Hollowfibres
Washing Instructions: Machine Washable 40°C, Do Not Bleach, Iron or Dry Clean
Brand: OHS","The OHS Essentials Medium Support Pillows are soft, supportive, and breathable, designed to provide the perfect balance of comfort and stability for a great night's sleep. Crafted with a durable polyester outer fabric and filled with high-quality hollow fibres, these pillows offer medium support that suits a variety of sleeping positions. Manufactured in the UK, these pillows are ideal for those seeking reliable support without compromising on comfort. Just like our duvets, these pillows are easy to care for and machine washable at 40°C, ensuring they stay fresh and hygienic. Whether you're updating your bedding essentials or looking to enhance your sleeping experience, the OHS Essentials pillows provide consistent support night after night.",46 x 71cm,White,"Cover - 100% Polyester, Filling - 100% Polyester Hollowfibres",2 x Pillows,"Machine Washable 40°C, Do Not Bleach, Iron or Dry Clean",OHS,https://www.onlinehomeshop.com/media/catalog/product/cache/1242x1242/b/r/brentfords_pillows_and_duvets2_pack_1.jpg|https://www.onlinehomeshop.com/media/catalog/product/cache/1242x1242/b/f/bfppbbpwh02_essentials_2_pack_pillows_-_newfont.jpg|https://www.onlinehomeshop.com/media/catalog/product/cache/1242x1242/b/r/brentfords_pillows_and_duvets2_pack_1.jpg|https://www.onlinehomeshop.com/media/catalog/product/cache/1242x1242/b/f/bfppbbpwh02_essentials_2_pack_pillows_-_newfont.jpg|https://www.onlinehomeshop.com/media/catalog/product/cache/1242x1242/b/r/brentfords_pillows_and_duvets2_pack_1.jpg,https://www.onlinehomeshop.com/brentfords-medium-support-pillow-white-46-x-71cm-2-pack,
